"","species","tip","fleshy","genus","family","order","group"
"3099","Combretum woodii","Combretum_woodii",0,"Combretum","Combretaceae","Myrtales","Angiosperms"
"3100","Combretum zeyheri","Combretum_zeyheri",0,"Combretum","Combretaceae","Myrtales","Angiosperms"
"3101","Commelina erecta","Commelina_erecta",1,"Commelina","Commelinaceae","Commelinales","Angiosperms"
"3102","Commelina obliqua","Commelina_obliqua",1,"Commelina","Commelinaceae","Commelinales","Angiosperms"
"3103","Commersonia bartramia","Commersonia_bartramia",1,"Commersonia","Malvaceae","Malvales","Angiosperms"
"3104","Commiphora africana","Commiphora_africana",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3105","Commiphora edulis","Commiphora_edulis",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3106","Commiphora glandulosa","Commiphora_glandulosa",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3107","Commiphora guillaumini","Commiphora_guillaumini",0,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3108","Commiphora harveyi","Commiphora_harveyi",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3109","Commiphora marlothii","Commiphora_marlothii",0,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3110","Commiphora merkeri","Commiphora_merkeri",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3111","Commiphora mollis","Commiphora_mollis",0,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3112","Commiphora mossambicensis","Commiphora_mossambicensis",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3113","Commiphora neglecta","Commiphora_neglecta",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3114","Commiphora pilosa","Commiphora_pilosa",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3115","Commiphora pyracanthoides","Commiphora_pyracanthoides",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3116","Commiphora schimperi","Commiphora_schimperi",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3117","Commiphora serrata","Commiphora_serrata",0,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3118","Commiphora woodii","Commiphora_woodii",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3119","Commiphora zanzibarica","Commiphora_zanzibarica",1,"Commiphora","Burseraceae","Sapindales","Angiosperms"
"3120","Comocladia glabra","Comocladia_glabra",1,"Comocladia","Anacardiaceae","Sapindales","Angiosperms"
"3121","Compsoneura sprucei","Compsoneura_sprucei",1,"Compsoneura","Myristicaceae","Magnoliales","Angiosperms"
"3122","Compsoneura ulei","Compsoneura_ulei",1,"Compsoneura","Myristicaceae","Magnoliales","Angiosperms"
"3123","Conceveiba guianensis","Conceveiba_guianensis",1,"Conceveiba","Euphorbiaceae","Malpighiales","Angiosperms"
"3124","Condalia microphylla","Condalia_microphylla",0,"Condalia","Rhamnaceae","Rosales","Angiosperms"
"3125","Condaminea corymbosa","Condaminea_corymbosa",1,"Condaminea","Rubiaceae","Gentianales","Angiosperms"
"3126","Connarus conchocarpus","Connarus_conchocarpus",1,"Connarus","Connaraceae","Oxalidales","Angiosperms"
"3127","Connarus erianthus","Connarus_erianthus",1,"Connarus","Connaraceae","Oxalidales","Angiosperms"
"3128","Connarus fascisulatus","Connarus_fascisulatus",1,"Connarus","Connaraceae","Oxalidales","Angiosperms"
"3129","Connarus longistipitatus","Connarus_longistipitatus",1,"Connarus","Connaraceae","Oxalidales","Angiosperms"
"3130","Connarus panamensis","Connarus_panamensis",1,"Connarus","Connaraceae","Oxalidales","Angiosperms"
"3131","Connarus perrottetii","Connarus_perrottetii",1,"Connarus","Connaraceae","Oxalidales","Angiosperms"
"3132","Connarus punctatus","Connarus_punctatus",1,"Connarus","Connaraceae","Oxalidales","Angiosperms"
"3133","Connarus suberosus","Connarus_suberosus",1,"Connarus","Connaraceae","Oxalidales","Angiosperms"
"3134","Connarus turczaninowii","Connarus_turczaninowii",1,"Connarus","Connaraceae","Oxalidales","Angiosperms"
"3135","Conocarpus erecta","Conocarpus_erecta",1,"Conocarpus","Combretaceae","Myrtales","Angiosperms"
"3136","Conoclinium coelestinum","Conoclinium_coelestinum",0,"Conoclinium","Asteraceae","Asterales","Angiosperms"
"3137","Conostegia bracteata","Conostegia_bracteata",1,"Conostegia","Melastomataceae","Myrtales","Angiosperms"
"3138","Conostegia caelestis","Conostegia_caelestis",1,"Conostegia","Melastomataceae","Myrtales","Angiosperms"
"3139","Conostegia cinnamomea","Conostegia_cinnamomea",1,"Conostegia","Melastomataceae","Myrtales","Angiosperms"
"3140","Conostegia icosandra","Conostegia_icosandra",1,"Conostegia","Melastomataceae","Myrtales","Angiosperms"
"3141","Conostegia rufescens","Conostegia_rufescens",1,"Conostegia","Melastomataceae","Myrtales","Angiosperms"
"3142","Conostegia speciosa","Conostegia_speciosa",1,"Conostegia","Melastomataceae","Myrtales","Angiosperms"
"3143","Conostegia subcrustulata","Conostegia_subcrustulata",1,"Conostegia","Melastomataceae","Myrtales","Angiosperms"
"3144","Conostegia superba","Conostegia_superba",1,"Conostegia","Melastomataceae","Myrtales","Angiosperms"
"3145","Conostegia xalapensis","Conostegia_xalapensis",1,"Conostegia","Melastomataceae","Myrtales","Angiosperms"
"3146","Convallaria keiskei","Convallaria_keiskei",1,"Convallaria","Asparagaceae","Asparagales","Angiosperms"
"3147","Convallaria majalis","Convallaria_majalis",1,"Convallaria","Asparagaceae","Asparagales","Angiosperms"
"3148","Convallaria pseudomajalis","Convallaria_pseudomajalis",1,"Convallaria","Asparagaceae","Asparagales","Angiosperms"
"3149","Convolvulus fractosaxosa","Convolvulus_fractosaxosa",0,"Convolvulus","Convolvulaceae","Solanales","Angiosperms"
"3150","Convolvulus verecundus","Convolvulus_verecundus",0,"Convolvulus","Convolvulaceae","Solanales","Angiosperms"
"3151","Convolvulus waitaha","Convolvulus_waitaha",0,"Convolvulus","Convolvulaceae","Solanales","Angiosperms"
"3152","Conyza canadensis","Conyza_canadensis",0,"Conyza","Asteraceae","Asterales","Angiosperms"
"3153","Copaifera duckei","Copaifera_duckei",1,"Copaifera","Fabaceae","Fabales","Angiosperms"
"3154","Copaifera guianensis","Copaifera_guianensis",1,"Copaifera","Fabaceae","Fabales","Angiosperms"
"3155","Copaifera langsdorffi","Copaifera_langsdorffi",0,"Copaifera","Fabaceae","Fabales","Angiosperms"
"3156","Copaifera langsdorffii","Copaifera_langsdorffii",1,"Copaifera","Fabaceae","Fabales","Angiosperms"
"3157","Copaifera langsdorfii","Copaifera_langsdorfii",1,"Copaifera","Fabaceae","Fabales","Angiosperms"
"3158","Copaifera martii","Copaifera_martii",1,"Copaifera","Fabaceae","Fabales","Angiosperms"
"3159","Copaifera multijuga","Copaifera_multijuga",1,"Copaifera","Fabaceae","Fabales","Angiosperms"
"3160","Copaifera reticulata","Copaifera_reticulata",1,"Copaifera","Fabaceae","Fabales","Angiosperms"
"3161","Copaifera trapezifolia","Copaifera_trapezifolia",1,"Copaifera","Fabaceae","Fabales","Angiosperms"
"3162","Copernicia alba","Copernicia_alba",1,"Copernicia","Arecaceae","Arecales","Angiosperms"
"3163","Coprosma  ","Coprosma__",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3164","Coprosma acerosa","Coprosma_acerosa",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3165","Coprosma acutifolia","Coprosma_acutifolia",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3166","Coprosma arborea","Coprosma_arborea",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3167","Coprosma areolata","Coprosma_areolata",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3168","Coprosma atropurpurea","Coprosma_atropurpurea",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3169","Coprosma chathamica","Coprosma_chathamica",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3170","Coprosma cheesemanii","Coprosma_cheesemanii",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3171","Coprosma ciliata","Coprosma_ciliata",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3172","Coprosma colensoi","Coprosma_colensoi",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3173","Coprosma crassifolia","Coprosma_crassifolia",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3174","Coprosma crenulata","Coprosma_crenulata",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3175","Coprosma cuneata","Coprosma_cuneata",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3176","Coprosma decurva","Coprosma_decurva",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3177","Coprosma depressa","Coprosma_depressa",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3178","Coprosma distantia","Coprosma_distantia",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3179","Coprosma dodonaeifolia","Coprosma_dodonaeifolia",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3180","Coprosma dumosa","Coprosma_dumosa",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3181","Coprosma elatirioides","Coprosma_elatirioides",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3182","Coprosma foetidissima","Coprosma_foetidissima",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3183","Coprosma fowerakeri","Coprosma_fowerakeri",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3184","Coprosma grandifolia","Coprosma_grandifolia",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3185","Coprosma hirtella","Coprosma_hirtella",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3186","Coprosma intertexta","Coprosma_intertexta",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3187","Coprosma linariifolia","Coprosma_linariifolia",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3188","Coprosma lucida","Coprosma_lucida",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3189","Coprosma macrocarpa","Coprosma_macrocarpa",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3190","Coprosma microcarpa","Coprosma_microcarpa",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3191","Coprosma neglecta","Coprosma_neglecta",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3192","Coprosma niphophila","Coprosma_niphophila",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3193","Coprosma obconica","Coprosma_obconica",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3194","Coprosma parviflora","Coprosma_parviflora",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3195","Coprosma pedicellata","Coprosma_pedicellata",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3196","Coprosma perpusilla","Coprosma_perpusilla",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3197","Coprosma petiolata","Coprosma_petiolata",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3198","Coprosma petriei","Coprosma_petriei",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3199","Coprosma propinqua","Coprosma_propinqua",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3200","Coprosma pseudociliata","Coprosma_pseudociliata",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3201","Coprosma pseudocuneata","Coprosma_pseudocuneata",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3202","Coprosma quadrifida","Coprosma_quadrifida",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3203","Coprosma repens","Coprosma_repens",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3204","Coprosma rhamnoides","Coprosma_rhamnoides",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3205","Coprosma rigida","Coprosma_rigida",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3206","Coprosma robusta","Coprosma_robusta",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3207","Coprosma rotundifolia","Coprosma_rotundifolia",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3208","Coprosma rubra","Coprosma_rubra",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3209","Coprosma rugosa","Coprosma_rugosa",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3210","Coprosma serrulata","Coprosma_serrulata",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3211","Coprosma sp.","Coprosma_sp.",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3212","Coprosma spathulata","Coprosma_spathulata",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3213","Coprosma tahitensis","Coprosma_tahitensis",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3214","Coprosma talbrockiei","Coprosma_talbrockiei",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3215","Coprosma tayloriae","Coprosma_tayloriae",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3216","Coprosma tenuicaulis","Coprosma_tenuicaulis",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3217","Coprosma tenuifolia","Coprosma_tenuifolia",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3218","Coprosma virescens","Coprosma_virescens",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3219","Coprosma waima","Coprosma_waima",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3220","Coprosma wallii","Coprosma_wallii",1,"Coprosma","Rubiaceae","Gentianales","Angiosperms"
"3221","Coptosperma littorale","Coptosperma_littorale",1,"Coptosperma","Rubiaceae","Gentianales","Angiosperms"
"3222","Coptosperma neurophyllum","Coptosperma_neurophyllum",1,"Coptosperma","Rubiaceae","Gentianales","Angiosperms"
"3223","Coptosperma nigrescens","Coptosperma_nigrescens",1,"Coptosperma","Rubiaceae","Gentianales","Angiosperms"
"3224","Coptosperma rhodesiacum","Coptosperma_rhodesiacum",1,"Coptosperma","Rubiaceae","Gentianales","Angiosperms"
"3225","Coptosperma supra-axillare","Coptosperma_supra-axillare",1,"Coptosperma","Rubiaceae","Gentianales","Angiosperms"
"3226","Coptosperma zygoon","Coptosperma_zygoon",1,"Coptosperma","Rubiaceae","Gentianales","Angiosperms"
"3227","Corallocarpus bainesii","Corallocarpus_bainesii",1,"Corallocarpus","Cucurbitaceae","Cucurbitales","Angiosperms"
"3228","Corallocarpus boehmii","Corallocarpus_boehmii",1,"Corallocarpus","Cucurbitaceae","Cucurbitales","Angiosperms"
