No.,Species,sp,accepted.family,hemisphere,latitude,longitude,StudyLocation.filter,Country,SeedMass,SeedMass.Source,SeedReleaseHeight,SeedReleaseHeight.Source,MaximumSDD,MeanSDD,mode,E or M,GF.binary,Reference.EL
613,Terminalia oblonga,Terminalia oblonga,Combretaceae,N,9.166666667,-79.85,Barro Colorado Island,Panama,54.3,paper,30,paper,276,58.45,abiotic,EM,woody,Augspurger 1986; Augspurger et al. 2017
615,Thuja plicata,Thuja plicata,Cupressaceae,N,44.21222222,-122.2552778,"H. J. Andrews Experimental Forest, Willamette National Forest, Linn and Lane Counties, Oregon (elevation 700m)",USA,1.4,paper,60,paper,122,NA,abiotic,experiment,woody,Gashwiler 1969
617,Tilia americana,Tilia americana,Malvaceae,N,44.10027778,-70.21472222,"Lewiston, ME",USA,333.8,paper,30.48,USDA,15,NA,abiotic,model,woody,Matlack 1987
622,Tragopogon porrifolius,Tragopogon porrifolius,Asteraceae,N,39.7875,-75.69666667,"Hockessin, DE",USA,7.05,paper,1,paper,6.9,NA,abiotic,model,herbaceous,Matlack 1987
623,Tragopogon porrifolius,Tragopogon porrifolius,Asteraceae,N,53.21666667,-4.116666667,"Bangor, Wales",UK,13.6,paper,1,paper,1.8,NA,abiotic,model,herbaceous,Sheldon & Burrows 1973
629,Tragus berteronianus,Tragus berteronianus,Poaceae,S,-24.62833333,25.92305556,Gaborone,Botswana,0.47,paper,0.3,paper,2.24,NA,abiotic,model,herbaceous,Ernst et al. 1992
634,Trichospermum mexicanum,Trichospermum mexicanum,Malvaceae,N,9.166666667,-79.83333333,Barro Colorado Island,Panama,2.96,paper,25,paper,147,55.5,abiotic,model,woody,Augspurger 1986
635,Trifolium arvense,Trifolium arvense,Fabaceae,N,44.10027778,-70.21472222,"Lewiston, ME",USA,0.31,paper,0.3,paper,0.75,NA,abiotic,model,herbaceous,Matlack 1987
643,Triplaris cumingiana,Triplaris cumingiana,Polygonaceae,N,9.166666667,-79.85,Barro Colorado Island,Panama,76.7,paper,19,paper,211,48.05,abiotic,EM,woody,Augspurger 1986; Augspurger et al. 2017
645,Tsuga canadensis,Tsuga canadensis,Pinaceae,N,45.99722222,-77.42777778,Petawawa National Forestry Institute in southeast Ontario,Canada,2.7,paper,30,LEDA,1600,NA,abiotic,experiment,woody,Greene & Johnson 1995
646,Tsuga heterophylla,Tsuga heterophylla,Pinaceae,N,44.21222222,-122.2552778,"H. J. Andrews Experimental Forest, Willamette National Forest, Linn and Lane Counties, Oregon (elevation 700m)",USA,2,paper,45,paper,122,NA,abiotic,experiment,woody,Gashwiler 1969
648,Tussilago farfara,Tussilago farfara,Asteraceae,N,53.21666667,-4.116666667,"Bangor, Wales",UK,0.3,paper,0.3,paper,4.43,NA,abiotic,model,herbaceous,Sheldon & Burrows 1973
654,Typha latifolia,Typha latifolia,Typhaceae,N,39.7875,-75.69666667,"Hockessin, DE",USA,0.05,paper,2,paper,46.9,NA,abiotic,model,herbaceous,Matlack 1987
658,Urochloa mosambicensis,Urochloa mosambicensis,Poaceae,S,-24.62833333,25.92305556,Gaborone,Botswana,1.56,paper,0.7,paper,4.46,NA,abiotic,model,herbaceous,Ernst et al. 1992
661,Urochloa panicoides,Urochloa panicoides,Poaceae,S,-24.62833333,25.92305556,Gaborone,Botswana,2.93,paper,0.7,paper,3.16,NA,abiotic,model,herbaceous,Ernst et al. 1992
669,Vatairea erythrocarpa,Vatairea erythrocarpa,Fabaceae,N,9.166666667,-79.85,Barro Colorado Island,Panama,1181,paper,30,paper,176,38.95,abiotic,EM,woody,Augspurger 1986; Augspurger et al. 2017
680,Fraxinus americana,Fraxinus americana,Oleaceae,N,51.07805556,-114.1358333,campus of the University of Calgary,Canada,36.275,paper mean,7.3,paper,NA,6.5,abiotic,experiment,woody,Greene & Johnson 1989
681,Acer negundo,Acer negundo,Sapindaceae,N,51.07805556,-114.1358333,campus of the University of Calgary,Canada,33.7,paper,7.3,paper,NA,14.5,abiotic,experiment,woody,Greene & Johnson 1989
682,Tragopogon dubius,Tragopogon dubius,Asteraceae,N,51.07805556,-114.1358333,campus of the University of Calgary,Canada,8,Kew,0.35,paper,NA,2,abiotic,experiment,herbaceous,Greene & Johnson 1989
686,Chaenorhinum minus,Chaenorhinum minus,Plantaginaceae,N,41.46472222,-74.70666667,"Hamilton, Madison County, New York",USA,0.07,Kew,0.185,paper,0.22,0.084402913,abiotic,experiment,herbaceous,Arnold 1981
688,Lonchocarpus pentaphyllus,Lonchocarpus heptaphyllus,Fabaceae,N,9.166666667,-79.85,Barro Colorado Island,Panama,143.1,paper,32,paper,185,43.0175,abiotic,EM,woody,Augspurger & Hogan 1983; Augspurger 1986; Augspurger et al. 2017
689,Tachigali versicolor,Tachigali versicolor,Fabaceae,N,9.166666667,-79.85,Barro Colorado Island,Panama,1421,paper,35,paper,235,39.35,abiotic,EM,woody,Augspurger 1986; Augspurger & Franson 1987; Augspurger & Kitajima 1992; Augspurger et al. 2017
694,Lithocarpus dealbatus,Lithocarpus dealbatus,Fagaceae,N,25.56666667,91.93333333,greater Shillong area,India,491.65,paper,20,eFloras,32.5,7.567168648,abiotic,experiment,woody,Barik et al. 1996
696,Quercus griffithii,Quercus griffithii,Fagaceae,N,25.56666667,91.93333333,greater Shillong area,India,695.6,paper,25,eFloras,30,6.885131635,abiotic,experiment,woody,Barik et al. 1996
697,Borassus aethiopum,Borassus aethiopum,Arecaceae,N,6.216666667,-5.033333333,"Tropical Ecology Station of Lamto, Cote d'Ivoire",Ivory Coast,500000,paper,20,paper,10,18.37152379,abiotic,experiment,woody,Barot et al. 1999
698,Cistus ladanifer,Cistus ladanifer,Cistaceae,N,37.31666667,-6.433333333,Huelva Province,Spain,0.24,Moles,2.5,paper,1.8,0.802905642,abiotic,experiment,woody,Bastida & Talavera 2002
699,Cistus libanotis,Cistus libanotis,Cistaceae,N,37.31666667,-6.433333333,Huelva Province,Spain,0.7924,Kew,1.5,paper,1.4,0.558857542,abiotic,experiment,woody,Bastida & Talavera 2002
725,Senecio vulgaris,Senecio vulgaris,Asteraceae,N,51.46694444,-1.185277778,"Berkshire, England",UK,0.202855601,Moles,0.5,Moles,2,0.3423,abiotic,experiment,herbaceous,Bergelson et al. 1993
726,Striga hermonthica,Striga hermonthica,Orobanchaceae,N,9.235,6.155,Mokwa and Abuja,Nigeria,0.0071,Kew,0.3,internet (https://keys.lucidcentral.org/keys/v3/eafrinet/weeds/key/weeds/Media/Html/Striga_hermonthica_(Purple_Witchweed).htm),12.8,NA,abiotic,experiment,herbaceous,Berner et al. 1994
727,Arabis laevigata,Arabis laevigata,Brassicaceae,N,37.89555556,-84.56416667,"Scott's Grove, Jasamine County, Kentucky",USA,0.2,Moles,1,Moles,3,0.119654378,abiotic,experiment,herbaceous,Bloom et al. 2002
728,Calluna vulgaris,Calluna vulgaris,Ericaceae,N,50.65,-2.083333333,"Wareham, Dorset, England",England,0.023,paper,0.6,paper,80,1.021052632,abiotic,experiment,woody,Bullock & Clarke 2000
729,Erica cinerea,Erica cinerea,Ericaceae,N,50.65,-2.083333333,"Wareham, Dorset, England",England,0.059,paper,0.6,paper,80,0.93732328,abiotic,experiment,woody,Bullock & Clarke 2000
730,Rhinanthus minor,Rhinanthus minor,Orobanchaceae,N,15.61666667,-1.183333333,"Little Wittenham, Oxfordshire",England,2.304831661,Moles,0.6,Moles,19.1,NA,abiotic,experiment,herbaceous,Bullock et al. 2003
738,Swietenia macrophylla,Swietenia macrophylla,Meliaceae,N,19.35,-88.45,"Naranjal, Quintana Roo",Mexico,506.5602578,Moles,60,Moles,60,NA,abiotic,experiment,woody,Cámara-Cabrales & Kelty 2009
739,Pinus uncinata,Pinus uncinata,Pinaceae,N,41.91666667,-2.766666667,Iberian Peninsul,Spain,12.47,paper,4.3,paper mean,47,10.22780455,abiotic,experiment,woody,Camarero et al. 2005
744,Vincetoxicum rossicum,Vincetoxicum rossicum,Apocynaceae,N,45.3875,-75.69611111,Carleton University campus,Canada,6,paper,1.5,USDA,18,NA,abiotic,experiment,herbaceous,Cappuccino et al. 2002
745,Vulpia ciliata,Vulpia ciliata,Poaceae,N,52.82972222,0.5125,"Sandringham, Norfolk",UK,0.418,paper,0.3,Kew,0.375,0.06,abiotic,experiment,herbaceous,Carey & Watkinson 1993
747,Cryptantha flava,Cryptantha flava,Boraginaceae,N,40.10694444,-109.3783333,"Uintah County, Utah",USA,2.5,paper,0.4,paper,31.3,2.298776945,abiotic,experiment,herbaceous,Casper 1987
771,Funtumia elastica,Funtumia elastica,Apocynaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,30.78331168,Moles,33.1,paper,105,15.15,abiotic,experiment,woody,Clark et al. 2005
775,Pteleopsis hylodendron,Pteleopsis hylodendron,Combretaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,NA,NA,45.7,paper,101,28.03,abiotic,experiment,woody,Clark et al. 2005
777,Terminalia superba,Terminalia superba,Combretaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,64.63789415,Moles,43.1,paper,158,55.73,abiotic,experiment,woody,Clark et al. 2005
779,Alopecurus myosuroides,Alopecurus myosuroides,Poaceae,N,47.5,5.216666667,"Lux, Burgundy",France,1.99,Moles,0.6,Moles,4,0.51,abiotic,experiment,herbaceous,Colbach & Sache 2001
793,Conyza canadensis,Conyza canadensis,Asteraceae,N,40.72237,-77.92995,"Russel E. Larson Agricultural Research Center, Rock Springs, Pennsylvania",USA,0.044057144,Moles,1.5,Moles,500,15.79172611,abiotic,experiment,herbaceous,Dauer et al. 2007
798,Doryanthes excelsa,Doryanthes excelsa,Doryanthaceae,S,-34.05,151.05,"Royal National park, NSW",Australia,43.079,Moles,2,Moles,7.5,2.13,abiotic,experiment,woody,Denham & Auld 2002
799,Telopea speciosissima,Telopea speciosissima,Proteaceae,S,-34.05,151.05,"Royal National park, NSW",Australia,54.68537852,Moles,4,Moles,4,1.090206186,abiotic,experiment,woody,Denham & Auld 2002
800,Cakile edentula,Cakile edentula,Brassicaceae,N,41.71111111,-86.925,south and east shore of Lake Michigan,USA,7.804094994,Moles,0.8,Moles,1.5,0.071,abiotic,experiment,herbaceous,Donohue 1998
801,Sabatia angularis,Sabatia angularis,Gentianaceae,N,41.65333333,-87.0525,"Miller Dunes in Gary, Indiana, which is part of the Indiana Dunes National Lakeshore",USA,0.02,Moles,0.8,Moles,208,0.83465,abiotic,experiment,herbaceous,Dudash 1991
803,Astrocaryum mexicanum,Astrocaryum mexicanum,Arecaceae,N,18.58333333,-95.10833333,Los Tuxtlas Biological Station,Mexico,2843.969291,Moles,8,Moles,NA,0.78,abiotic,experiment,woody,Eguiarte et al. 1993
806,Sarracenia purpurea,Sarracenia purpurea,Sarraceniaceae,N,42.58916667,-72.94527778,"Hawley Bog, northwestern Massachusetts",USA,1.69268957,Moles,0.2,Moles,0.65,0.128,abiotic,experiment,herbaceous,Ellison & Parker 2002
807,Betula uber,Betula lenta,Betulaceae,N,36.46,-81.23,"Cressy Creek in Smyth County, Virginia (elevation 839m)",USA,0.5,paper,14.9352,Moles,100,54.25170068,abiotic,experiment,woody,Ford et al. 1983
808,Campanula americana,Campanula americana,Campanulaceae,N,36.85,-81.65,southwestern Virginia,USA,0.184,Moles,2,Moles,1.45,0.28,abiotic,experiment,herbaceous,Galloway 2005
816,Erysimum mediohispanicum,Erysimum nevadense,Brassicaceae,N,37.08,-3.465,Sierra Nevada National Park,Spain,0.36,paper,1.05,paper,0.906,NA,abiotic,experiment,herbaceous,Gómez 2007
820,Liatris scariosa,Liatris scariosa,Asteraceae,N,41.58,-71.4775,Rhode Island,USA,2.98,Kew,1,paper,NA,1.518,abiotic,experiment,herbaceous,Gravuer et al. 2003
822,Bromus scoparius,Bromus scoparius,Poaceae,N,40.12083333,9.012777778,Sardinia,Italy,1.1,Moles,0.17,paper mean,NA,0.046,abiotic,experiment,herbaceous,Guarino et al. 2005
824,Plantago bellardii,Plantago bellardii,Plantaginaceae,N,40.12083333,9.012777778,Sardinia,Italy,1.0435,Kew,0.08,paper mean,NA,0.034,abiotic,experiment,herbaceous,Guarino et al. 2005
829,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,N,52.24472222,13.16027778,Glauer Berge,Germany,6.332841786,Moles,0.6,Moles,0.25,0.146,abiotic,experiment,herbaceous,Heinken 2004
853,Aegopodium podagraria,Aegopodium podagraria,Apiaceae,N,58.95,17.6,Tullbotorp field station,Sweden,2.23,paper,1.17,paper,1.04,NA,abiotic,experiment,herbaceous,Jongejans & Telenius 2001
854,Angelica sylvestris,Angelica sylvestris,Apiaceae,N,58.95,17.6,Tullbotorp field station,Sweden,1.93,paper,1.72,paper,3.82,NA,abiotic,experiment,herbaceous,Jongejans & Telenius 2001
855,Heracleum sphondylium,Heracleum sphondylium,Apiaceae,N,58.95,17.6,Tullbotorp field station,Sweden,3.47,paper,1.58,paper,6.19,NA,abiotic,experiment,herbaceous,Jongejans & Telenius 2001
856,Laserpitium latifolium,Laserpitium latifolium,Apiaceae,N,58.95,17.6,Tullbotorp field station,Sweden,6.36,paper,1.46,paper,2.83,NA,abiotic,experiment,herbaceous,Jongejans & Telenius 2001
857,Pastinaca sativa,Pastinaca sativa,Apiaceae,N,58.95,17.6,Tullbotorp field station,Sweden,3.12,paper,1.52,paper,13.9,NA,abiotic,experiment,herbaceous,Jongejans & Telenius 2001
858,Peucedanum palustre,Peucedanum palustre,Apiaceae,N,58.95,17.6,Tullbotorp field station,Sweden,1.99,paper,0.9,paper,2.38,NA,abiotic,experiment,herbaceous,Jongejans & Telenius 2001
859,Myrrhis odorata,Myrrhis odorata,Apiaceae,N,58.95,17.6,Tullbotorp field station,Sweden,52.47,paper,1,paper,2,NA,abiotic,experiment,herbaceous,Jongejans & Telenius 2001
860,Aethusa cynapium,Aethusa cynapium,Apiaceae,N,58.95,17.6,Tullbotorp field station,Sweden,0.81,paper,0.91,paper,2,NA,abiotic,experiment,herbaceous,Jongejans & Telenius 2001
861,Seseli libanotis,Seseli libanotis,Apiaceae,N,58.95,17.6,Tullbotorp field station,Sweden,2.01,paper,0.96,paper,2,NA,abiotic,experiment,herbaceous,Jongejans & Telenius 2001
862,Selinum carvifolia,Selinum carvifolia,Apiaceae,N,58.95,17.6,Tullbotorp field station,Sweden,1.29,paper,0.69,paper,2,NA,abiotic,experiment,herbaceous,Jongejans & Telenius 2001
870,Ailanthus altissima,Ailanthus altissima,Simaroubaceae,N,39.645,-79.9775,"Monongahela River and Cheat Lake, WV",USA,23.45725629,Moles,30,Moles,NA,4050,abiotic,experiment,woody,Kaproth & McGraw 2008
903,Cirsium vulgare,Cirsium vulgare,Asteraceae,N,52.13333333,4.333333333,The Hague ,Netherlands,2.690126723,Moles,2,Moles,32,NA,abiotic,experiment,herbaceous,Klinkhamer et al. 1988
916,Nuytsia floribunda,Nuytsia floribunda,Loranthaceae,S,-31.61666667,115.85,"Jandakot Airport reserve, 20 km south of Perth",Australia,86.21,Moles,10,paper,39.8,13.31841046,abiotic,experiment,woody,Lamont 1985
918,Bouteloua curtipendula,Bouteloua curtipendula,Poaceae,N,40,-78,"central Appalachia Mountains, Pennsylvania",USA,1.3,Kew,0.9,USDA,2,0.75,abiotic,experiment,herbaceous,Laughlin 2003
952,Entandrophragma utile,Entandrophragma utile,Meliaceae,N,1.083333333,28.94166667,Beni and Epulu,Democratic Republic of Congo,350,paper,55,internet (Useful Tropical Plants),100,NA,abiotic,experiment,woody,Makana & Thomas 2004
953,Khaya anthotheca,Khaya anthotheca,Meliaceae,N,1.083333333,28.94166667,Beni and Epulu,Democratic Republic of Congo,250,paper,60,net,100,11.17,abiotic,experiment,woody,Makana & Thomas 2004
960,Senecio jacobaea,Senecio jacobaea,Asteraceae,N,45.03944444,-123.9841667,"central coast of Oregon, south of Three Rocks Road in the Cascade Head Scenic Research Area, near Otis, Tillamook Count",USA,0.25,Kew,1.253,mean paper,13,1.434735207,abiotic,experiment,herbaceous,McEvoy & Cox 1987
961,Senecio jacobaea,Senecio jacobaea,Asteraceae,N,44.70833333,-123.2083333,"66 km inland in the central Willamette Valley at the Wilson Game Farm, 9 km north of Corvallis, Benton County",USA,0.25,Kew,0.777,mean paper,12,2.332828486,abiotic,experiment,herbaceous,McEvoy & Cox 1987
979,Asclepias syriaca,Asclepias syriaca,Apocynaceae,N,41.72583333,-71.31111111,"Brown University's Haffenreffer Reserve (Bristol Co., Rhode Island)",USA,6.2,Kew,2,Moles,150,9.047337705,abiotic,experiment,herbaceous,Morse & Schmitt 1985
991,Gentiana thunbergii,Gentiana thunbergii,Gentianaceae,N,32.745,129.8738889,Nagasaki Prefecture,Japan,0.056,paper,0.087,paper,NA,0.182193159,abiotic,experiment,herbaceous,Nakanishi 2002
992,Mitella furusei,Mitella furusei,Saxifragaceae,N,32.745,129.8738889,Nagasaki Prefecture,Japan,0.101,paper,0.282,paper,NA,0.1802,abiotic,experiment,herbaceous,Nakanishi 2002
993,Mitella japonica,Mitella japonica,Saxifragaceae,N,32.745,129.8738889,Nagasaki Prefecture,Japan,0.095,paper,0.358,paper,NA,0.221856287,abiotic,experiment,herbaceous,Nakanishi 2002
994,Trigonotis brevipes,Trigonotis brevipes,Boraginaceae,N,32.745,129.8738889,Nagasaki Prefecture,Japan,0.176,paper,0.192,paper,0.71,0.257531584,abiotic,experiment,herbaceous,Nakanishi 2002
995,Veronica arvensis,Veronica arvensis,Plantaginaceae,N,32.745,129.8738889,Nagasaki Prefecture,Japan,0.0983,paper,0.3,Moles,NA,0.145711403,abiotic,experiment,herbaceous,Nakanishi 2002
1009,Echeveria gibbiflora,Echeveria gibbiflora,Crassulaceae,N,19.28583333,-99.19208333,"Valley of Mexico, Maxico City",Mexico,0.258111765,paper,0.4,paper,2.4,1.07,abiotic,experiment,herbaceous,Parra et al. 1993
1022,Mirabilis hirsuta,Mirabilis hirsuta,Nyctaginaceae,N,43.39638889,-95.24361111,"Cayler Prairie Preserve, Dickinson County, Iowa",USA,15.7,paper,1,Moles,1.6,0.405,abiotic,experiment,herbaceous,Platt 1976
1023,Apocynum sibiricum,Apocynum cannabinum,Apocynaceae,N,43.39638889,-95.24361111,"Cayler Prairie Preserve, Dickinson County, Iowa",USA,1.2,paper,0.5,Moles,73,25.7,abiotic,experiment,herbaceous,Platt & Weis 1977
1024,Asclepias syriaca,Asclepias syriaca,Apocynaceae,N,43.39638889,-95.24361111,"Cayler Prairie Preserve, Dickinson County, Iowa",USA,8.82,paper,2,Moles,45,13.8,abiotic,experiment,herbaceous,Platt & Weis 1977
1025,Cirsium undulatum,Cirsium undulatum,Asteraceae,N,43.39638889,-95.24361111,"Cayler Prairie Preserve, Dickinson County, Iowa",USA,6.19,paper,1.5,Moles,37,18.4,abiotic,experiment,herbaceous,Platt & Weis 1977
1027,Oenothera biennis,Oenothera biennis,Onagraceae,N,43.39638889,-95.24361111,"Cayler Prairie Preserve, Dickinson County, Iowa",USA,0.19,paper,2,other paper,5,1.83,abiotic,experiment,herbaceous,Platt & Weis 1977
1028,Solidago rigida,Solidago rigida,Asteraceae,N,43.39638889,-95.24361111,"Cayler Prairie Preserve, Dickinson County, Iowa",USA,0.52,paper,1.5,Moles,14.8,4.9,abiotic,experiment,herbaceous,Platt & Weis 1977
1029,Verbena stricta,Verbena stricta,Verbenaceae,N,43.39638889,-95.24361111,"Cayler Prairie Preserve, Dickinson County, Iowa",USA,0.95,paper,1.2,Moles,3.4,1.03,abiotic,experiment,herbaceous,Platt & Weis 1977
1031,Entada polystachya,Entada polystachya,Fabaceae,N,19.44333333,-105.0294444,"Careyes, Jalisco",Mexico,730,paper,9,paper,NA,6.05,abiotic,experiment,woody,Pounden et al. 2008
1032,Swietenia humilis,Swietenia humilis,Meliaceae,N,19.44333333,-105.0294444,"Careyes, Jalisco",Mexico,650,paper,40,Moles,NA,4.3,abiotic,experiment,woody,Pounden et al. 2008
1037,Anchusa crispa,Anchusa crispa,Boraginaceae,N,41.67388889,8.901666667,"Proppriano, Corsica in the Capu Laurosu and Portigliolo",France,NA,NA,0.35,paper,0.7,0.076,abiotic,experiment,herbaceous,Quilichini & Debussche 2000
1038,Agrostis hyemalis,Agrostis hyemalis,Poaceae,N,38.94861111,-91.99416667,"Tucker Prairie Research Area, Callaway County, Missouri",USA,0.063,paper,0.76,paper,11.5,2.22,abiotic,experiment,herbaceous,Rabinowitz & Rapp 1979
1039,Andropogon gerardii,Andropogon gerardii,Poaceae,N,38.94861111,-91.99416667,"Tucker Prairie Research Area, Callaway County, Missouri",USA,2.738,paper,1.635,paper mean,0.185,0.06,abiotic,experiment,herbaceous,Rabinowitz & Rapp 1981
1040,Andropogon scoparius,Schizachyrium condensatum,Poaceae,N,38.94861111,-91.99416667,"Tucker Prairie Research Area, Callaway County, Missouri",USA,2.232,paper,1.5,Moles,0.114,0.03,abiotic,experiment,herbaceous,Rabinowitz & Rapp 1981
1041,Festuca paradoxa,Festuca paradoxa,Poaceae,N,38.94861111,-91.99416667,"Tucker Prairie Research Area, Callaway County, Missouri",USA,0.967,paper,1.2,Moles,0.285,0.08,abiotic,experiment,herbaceous,Rabinowitz & Rapp 1981
1042,Setaria geniculata,Setaria parviflora,Poaceae,N,38.94861111,-91.99416667,"Tucker Prairie Research Area, Callaway County, Missouri",USA,1.763,paper,1.2,Moles,0.388,0.11,abiotic,experiment,herbaceous,Rabinowitz & Rapp 1981
1043,Sorghastrum nutans,Sorghastrum nutans,Poaceae,N,38.94861111,-91.99416667,"Tucker Prairie Research Area, Callaway County, Missouri",USA,2.804,paper,2.5,Moles,0.235,0.06,abiotic,experiment,herbaceous,Rabinowitz & Rapp 1981
1044,Sphenopholis obtusata,Sphenopholis obtusata,Poaceae,N,38.94861111,-91.99416667,"Tucker Prairie Research Area, Callaway County, Missouri",USA,0.081,paper,1.2,Moles,0.46,0.08,abiotic,experiment,herbaceous,Rabinowitz & Rapp 1981
1045,Spergularia salina,Spergularia marina,Caryophyllaceae,N,58.95,17.6,Tullbotorp field station,Sweden,0.075,Moles,0.1,paper,1.8,NA,abiotic,experiment,herbaceous,Redbo-Torstensson & Telenius 1995
1046,Spergularia salina,Spergularia marina,Caryophyllaceae,N,58.95,17.6,Tullbotorp field station,Sweden,0.075,Moles,0.1,paper,0.51,NA,abiotic,experiment,herbaceous,Redbo-Torstensson & Telenius 1995
1047,Spergularia salina,Spergularia marina,Caryophyllaceae,N,58.95,17.6,Tullbotorp field station,Sweden,0.075,Moles,0.1,paper,0.15,0.098,abiotic,experiment,herbaceous,Redbo-Torstensson & Telenius 1995
1048,Spergularia salina,Spergularia marina,Caryophyllaceae,N,58.95,17.6,Tullbotorp field station,Sweden,0.075,Moles,0.1,paper,1.73,0.146,abiotic,experiment,herbaceous,Redbo-Torstensson & Telenius 1995
1051,Lobularia maritima,Lobularia maritima,Brassicaceae,N,41.4,2.1,Collserola Park,Spain,0.411211184,Moles,0.45,Moles,0.72,0.049,abiotic,experiment,herbaceous,Retana et al. 2004
