source,site_id,lat,long,family,genus,species,sp,mode,color_desc,habit,fruit_length
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,hirsuta,Heliconia hirsuta,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,imbricata,Heliconia imbricata,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,irrasa var. undulata,Heliconia irrasa var. undulata,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,latispatha,Heliconia latispatha,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,librata,Heliconia librata,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,longa,Heliconia longa,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,longiflora,Heliconia longiflora,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,mariae,Heliconia mariae,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,mathiasiae,Heliconia mathiasiae,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,metallica,Heliconia metallica,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,pogonantha,Heliconia pogonantha,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,psittacorum,Heliconia psittacorum,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,rostrata,Heliconia rostrata,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,sarapiquensis,Heliconia sarapiquensis,endo,,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,secunda,Heliconia secunda,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,spissa,Heliconia spissa,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,tortuosa,Heliconia tortuosa,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,trichocarpa,Heliconia trichocarpa,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,umbrophila,Heliconia umbrophila,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,vaginalis,Heliconia vaginalis,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Heliconiaceae,Heliconia,wagneriana,Heliconia wagneriana,endo,,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Hernandiaceae,Hernandia,stenura,Hernandia stenura,endo,unknown,tree,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Hernandiaceae,Hernandia,didymantha,Hernandia didymantha,endo,unknown,tree,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Hippocrataceae (Celastraceae),Cheiloclinium,belizense,Cheiloclinium belizense,endo,brown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Hippocrataceae (Celastraceae),Tontelea,hondurensis,Tontelea hondurensis,endo,black,climber,45
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Hippocrataceae (Linaceae),Roucheria,columbiana,Roucheria columbiana,endo,black,tree,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Humiriaceae,Vantanea,occidentalis,Vantanea occidentalis,endo,unknown,tree,30
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Humiriaceae,Sacoglottis,trichogyna,Sacoglottis trichogyna,endo,unknown,tree,32.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Humiriaceae,Humiriastrum,diguense,Humiriastrum diguense,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Icacinaceae,Calatola,costaricensis,Calatola costaricensis,endo,unknown,tree,52.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Icacinaceae,Mappia,longipes,Mappia longipes,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Aniba,venezuelana,Aniba venezuelana,endo,red,tree,30
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Beilshmiedia,pendula,Beilshmiedia pendula,endo,red,tree,32.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Beilshmiedia,riparia,Beilshmiedia riparia,endo,black,tree,25
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Cassytha,filiformis,Cassytha filiformis,endo,red,climber,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Cinnamomum,costaricanum,Cinnamomum costaricanum,endo,red,tree,16
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Cinnamomum,padiforme,Cinnamomum padiforme,endo,red,tree,10
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Cinnamomum,neurophyllum,Cinnamomum neurophyllum,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Cinnamomum,triplinerve,Cinnamomum triplinerve,endo,red,tree,10
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Cinnamomum,verum,Cinnamomum verum,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Licaria,multinervis,Licaria multinervis,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Licaria,triandra,Licaria triandra,endo,red,tree,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,belizensis,Nectandra belizensis,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,hihua,Nectandra hihua,endo,red,tree,10
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,cuspidata,Nectandra cuspidata,endo,red,shrub,12
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,lineata,Nectandra lineata,endo,red,tree,11
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,lundellii,Nectandra lundellii,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,martinicensis,Nectandra martinicensis,endo,red,tree,13.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,membranacea,Nectandra membranacea,endo,red,tree,12.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,mirafloris,Nectandra mirafloris,endo,red,tree,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,nitida,Nectandra nitida,endo,red,tree,13
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,purpurea,Nectandra purpurea,endo,red,shrub,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,reticulata,Nectandra reticulata,endo,red,tree,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,roberto-andinoi,Nectandra roberto-andinoi,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,salicifolia,Nectandra salicifolia,endo,red,shrub,11.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Nectandra,umbrosa,Nectandra umbrosa,endo,red,shrub,11.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,acuminatissima,Ocotea acuminatissima,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,atirrensis,Ocotea atirrensis,endo,red,shrub,27.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,atlantica,Ocotea atlantica,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,aurantiodora,Ocotea aurantiodora,endo,red,tree,27.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,cernua,Ocotea cernua,endo,red,tree,14
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,dendrodaphne,Ocotea dendrodaphne,endo,red,tree,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,dentata,Ocotea dentata,endo,red,tree,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,effusa,Ocotea effusa,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,floribunda,Ocotea floribunda,endo,red,tree,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,guatemalensis,Ocotea guatemalensis,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,helicterifolia,Ocotea helicterifolia,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,heydeana,Ocotea heydeana,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,insignis,Ocotea insignis,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,insularis,Ocotea insularis,endo,red,tree,16
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,jorge-escobarii,Ocotea jorge-escobarii,endo,red,tree,30
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,leucoxylon,Ocotea leucoxylon,endo,red,tree,9
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,whitei,Ocotea whitei,endo,red,shrub,40
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,macrophylla,Ocotea macrophylla,endo,red,shrub,22.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,meziana,Ocotea meziana,endo,red,tree,25
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,rhytidotricha,Ocotea rhytidotricha,endo,red,tree,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,sinuata,Ocotea sinuata,endo,red,tree,22.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,strigosa,Ocotea strigosa,endo,red,shrub,10
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Ocotea,veraguensis,Ocotea veraguensis,endo,red,tree,25
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Persea,americana,Persea americana,endo,red,tree,100
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Persea,caerulea,Persea caerulea,endo,red,tree,10
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Persea,donnell-smithii,Persea donnell-smithii,endo,red,tree,12
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Persea,silvatica,Persea silvatica,endo,red,tree,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Pleurothyrium,trianae,Pleurothyrium trianae,endo,red,tree,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,endo,red,tree,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lecythidaceae,Eschweilera,pittieri,Eschweilera pittieri,endo,unknown,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lecythidaceae,Eschweilera,calyculata,Eschweilera calyculata,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lecythidaceae,Eschweilera,costaricensis,Eschweilera costaricensis,endo,unknown,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lecythidaceae,Eschweilera,hondurensis,Eschweilera hondurensis,endo,unknown,tree,12.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lecythidaceae,Grias,cauliflora,Grias cauliflora,endo,unknown,tree,64
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lecythidaceae,Lecythis,ampla,Lecythis ampla,endo,unknown,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Asparagaceae,Asparagus,setaceus,Asparagus setaceus,endo,red,,5.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Asparagaceae,Asparagus,densiflorus,Asparagus densiflorus,endo,red,,8.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Asparagaceae,Asparagus,officinalis,Asparagus officinalis,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Liliaceae,Maianthemum,flexuosum,Maianthemum flexuosum,endo,red,herb,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Liliaceae,Maianthemum,paniculatum,Maianthemum paniculatum,endo,red,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Liliaceae,Maianthemum,gigas,Maianthemum gigas,endo,red,epiphyte,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Liliaceae,Maianthemum,monteverdense,Maianthemum monteverdense,endo,red,epiphyte,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Liliaceae,Bomarea,edulis,Bomarea edulis,endo,unknown,climber,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Liliaceae,Bomarea,obovata,Bomarea obovata,endo,unknown,climber,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Liliaceae,Molineria,capitulata,Molineria capitulata,endo,,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Liliaceae,Curculigo,scorzonerifolia,Curculigo scorzonerifolia,endo,,herb,11
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Liliaceae,Hypoxis,humilis,Hypoxis humilis,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loganiaceae,Strychnos,peckii,Strychnos peckii,endo,unknown,climber,70
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loganiaceae,Strychnos,brachistantha,Strychnos brachistantha,endo,unknown,shrub,65
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loganiaceae,Strychnos,chlorantha,Strychnos chlorantha,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loganiaceae,Strychnos,darienensis,Strychnos darienensis,endo,unknown,climber,40
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loganiaceae,Strychnos,nicaraguensis,Strychnos nicaraguensis,endo,unknown,climber,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loganiaceae,Strychnos,panamensis,Strychnos panamensis,endo,unknown,climber,80
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Cladocolea,oligantha,Cladocolea oligantha,endo,red,epiphyte,7
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,endo,orange,shrub,10
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Oryctanthus,spicatus,Oryctanthus spicatus,endo,green,,4
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Oryctanthus,alveolatus,Oryctanthus alveolatus,endo,green,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Oryctanthus,cordifolius,Oryctanthus cordifolius,endo,black,,5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Oryctanthus,occidentalis,Oryctanthus occidentalis,endo,green,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Passovia,pyrifolia,Passovia pyrifolia,endo,red,epiphyte,8
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Psittacanthus,angustifolius,Psittacanthus angustifolius,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Psittacanthus,minor,Psittacanthus minor,endo,black,,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Psittacanthus,pinicola,Psittacanthus pinicola,endo,black,,13
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Psittacanthus,ramiflorus,Psittacanthus ramiflorus,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Psittacanthus,rhynchanthus,Psittacanthus rhynchanthus,endo,black,,9
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Struthanthus,cassythoides,Struthanthus cassythoides,endo,,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Struthanthus,deppeanus,Struthanthus deppeanus,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Struthanthus,interruptus,Struthanthus interruptus,endo,red,,9
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Struthanthus,oerstedii,Struthanthus oerstedii,endo,black,,4
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Struthanthus,orbicularis,Struthanthus orbicularis,endo,black,,13
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Loranthaceae,Struthanthus,quercicola,Struthanthus quercicola,endo,orange,,4
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Lythraceae,Punica,granatum,Punica granatum,endo,red,,6
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Bunchosia,biocellata,Bunchosia biocellata,endo,orange,shrub,11.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Bunchosia,cornifolia,Bunchosia cornifolia,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Bunchosia,dwyeri,Bunchosia dwyeri,endo,orange,shrub,11.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Bunchosia,macrophylla,Bunchosia macrophylla,endo,orange,shrub,13.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Bunchosia,mesoamericana,Bunchosia mesoamericana,endo,red,shrub,16
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Bunchosia,nitida,Bunchosia nitida,endo,red,shrub,22.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Bunchosia,polystachia,Bunchosia polystachia,endo,red,shrub,11.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Byrsonima,verbascifolia,Byrsonima verbascifolia,endo,yellow,shrub,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Byrsonima,arthropoda,Byrsonima arthropoda,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,endo,yellow,shrub,9.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Malpighia,albiflora,Malpighia albiflora,endo,red,,13.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,endo,red,shrub,17
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Malpighia,glabra,Malpighia glabra,endo,red,shrub,8.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Malpighia,romeroana,Malpighia romeroana,endo,red,shrub,8.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Malpighia,stevensii,Malpighia stevensii,endo,red,shrub,12
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Malpighia,verruculosa,Malpighia verruculosa,endo,red,shrub,13
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Malpighiaceae,Malpighia,mexicana,Malpighia mexicana,endo,red,shrub,13.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Marantaceae,Maranta,gibba,Maranta gibba,endo,green,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Marantaceae,Tetrapterys,arundinacea,Tetrapterys arundinacea,endo,green,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Marantaceae,Tetrapterys,friedrichsthaliana,Tetrapterys friedrichsthaliana,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Marantaceae,Monotagma,plurispicatum,Monotagma plurispicatum,endo,unknown,herb,NA
